#NAME	SRR24889266	SRR24889267	SRR24889268	SRR24889269	SRR24889270	SRR24889271	SRR24889272	SRR24889273	SRR24889274	SRR24889275	SRR24889276	SRR24889277	SRR24889278	SRR24889279	SRR24889280	SRR24889281	SRR24889282	SRR24889283	SRR24889284	SRR24889285	SRR24889286	SRR24889287	SRR24889288	SRR24889289	SRR24889290	SRR24889291	SRR24889292	SRR24889293	SRR24889294	SRR24889295	SRR24889297	SRR24889308	SRR24889319	SRR24889337	SRR24889348	SRR24889362	SRR24889373	SRR24889380	SRR24889381	SRR24889382	SRR24889383	SRR24889384	SRR24889385	SRR24889386	SRR24889387	SRR24889388	SRR24889389	SRR24889390	SRR24889391	SRR24889402	SRR24889413	SRR24889424	SRR24889425	SRR24889426
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|s__Rhodospirillaceae_bacterium_R5959	5.85E-06	4.44E-06	1.87E-05	0	0	0	0	1.20E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.50E-05	0	0	0	0	0	0	0	0	0	8.33E-06	0	0	0	0	0	0	0	0.000159388	0	0	0	0
d__Bacteria|p__Cyanobacteria|s__cyanobacterium_endosymbiont_of_Epithemia_turgida	0	8.88E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127828	0	0	0	8.85E-05	0	0	0	0	0	0	0	0	0	0	0	1.70E-05	0	1.94E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia_sp._HH130629-09	0	0	0	0	0	0	0.000118666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.75E-06	8.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41E-05	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_lignieresii	8.78E-06	0	0	0	0	0	0.000118666	0	0	0	0	0	0	0	0	0	0	0	1.55E-06	0	0	0	0	0	0	0	0	0	2.24E-05	4.80E-06	0	0	0	0	0	0	0	1.13E-05	0	7.77E-05	0	0	0	0	0	0	0	8.23E-06	0	0	0	0	0	0
d__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium|s__Sulfurihydrogenibium_sp._YO3AOP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24E-05	8.85E-05	0	0	0	0	0	0	0	0	0	7.96E-05	0	0	1.13E-05	0	0	0	0	0	0	2.83E-05	0	0	0	0	0	0	0	0	2.37E-06
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Microvirgula|s__Microvirgula_aerodenitrificans	0	8.88E-07	0	0	0	0	0	1.99E-06	0	1.01E-05	0	0	0	0.000170794	0	0	0	0	0	0	0	0	0	0	0	4.95E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94E-05	2.59E-06	4.16E-05	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Arcticibacterium|s__Arcticibacterium_luteifluviistationis	0	0	0	0	0	0	0	1.99E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.79E-05	0	8.85E-05	1.41E-06	0	8.51E-05	7.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Lelliottia|s__Lelliottia_jeotgali	0	3.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55E-06	0	0	0	6.79E-05	0	0	7.07E-07	0	0	0	0	0	0	0	0	0	0	0	0	9.71E-05	2.91E-05	0	8.33E-06	0	4.41E-05	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_hyicus	2.93E-06	7.99E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-05	0	7.07E-07	0	0	2.24E-05	0	0.000187126	0	0	0	0	0	0	0	0	9.71E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella_ornithinolytica	0	0	0	0	0	0	0	8.98E-05	0	0	0	0	0	0	0	0	8.72E-05	0	0	0	0	0	6.79E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06E-06	0	0	0	0	0	4.74E-06
d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_sp._NCTC_13003	0	2.66E-06	0	0	0	0	0	3.99E-06	0	0	0	0	0	0	0	2.50E-05	0	0	0	0	0	0	0	0	0	7.07E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000216779	0	2.37E-06
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Saccharibacillus|s__Saccharibacillus_sp._ATSA2	2.93E-06	0	0	0	0	7.99E-05	0.000118666	0	0	0	2.73E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-05	0	1.41E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_vaccae	8.78E-06	0	0	0	0	0	0	0	0	5.06E-06	0	0	0	0	0	0	0	0	0	1.38E-05	0	0	0	0	0	7.07E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59E-06	1.67E-05	0	0	2.83E-05	0.000175377	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Aliivibrio|s__Aliivibrio_salmonicida	0	8.88E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127828	0	0	0	0	5.66E-06	5.75E-06	0	0	0	0	0	0	0	0	6.71E-05	0	0	0	0	0	0	0	4.41E-05	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Oceanobacillus|s__Oceanobacillus_sp._160	2.93E-06	1.87E-05	0	0	0	0	0	1.20E-05	0	2.53E-06	0	0	0	0	0	2.50E-05	0	0	0	0	0	0	0	0	0	9.19E-06	5.75E-06	0	4.47E-05	4.80E-06	0	4.50E-05	0	0	0	0	0	0	0	3.88E-05	0	4.16E-05	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Planctomycetes|s__Planctomycetes_bacterium_ETA_A1	0	0	0	0	0	0	0	3.99E-06	0	0	0	0	0	0	0	0	0	6.71E-05	0	0	0	0	0	0	8.85E-05	1.41E-06	0	8.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.59E-06	0	0	0	0	0	0	0	0	0	0	0	0	2.37E-06
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_commune	2.93E-06	0	0	0	0	0	0	0	8.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.79E-05	0	0	7.07E-06	0	0	0	4.80E-06	0	0	0	6.49E-05	0	0	1.70E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_sp._eg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-06	5.75E-06	8.51E-05	0	0	9.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.30E-05	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_heparinolyticus	8.78E-06	4.44E-06	0	2.40E-06	0	0	0	1.99E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.85E-05	6.86E-05	5.75E-06	0	7.45E-06	1.92E-05	0	0	0	0	0	0	0	0	0	1.94E-05	0	1.67E-05	0	0	0	0	0	6.17E-06	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cytophagaceae|g__Spirosoma|s__Spirosoma_sp._KCTC_42546	0	8.88E-07	0	0	1.81E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55E-06	0	0	0	6.79E-05	0	0	1.63E-05	0	8.51E-05	7.45E-06	4.80E-06	0	0	0	0	0	0	0	0	0	0	0	8.33E-06	0	0	2.83E-05	0	0	0	0	0	1.04E-05	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Streptosporangiaceae|g__Streptosporangium|s__Streptosporangium_roseum	0	0	0	0	0	0	0	3.99E-06	0	1.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.07E-07	0	0	0	0	0	4.50E-05	0	0	0	0	1.70E-05	0	0	0	1.29E-05	0	0	0	0	0	0	0	0	0.000159388	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Psychromonadaceae|g__Psychromonas|s__Psychromonas_sp._CNPT3	0	4.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53E-06	0	0	7.45E-06	0	0	0	0	0	0	0	0	1.13E-05	0	9.71E-06	0	8.33E-06	0	0	2.83E-05	0.000175377	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae|g__Pelosinus|s__Pelosinus_sp._UFO1	2.93E-06	0	0	0	0	0	0	5.98E-06	0	0	0	0	0	0	0	2.50E-05	0	0	0	0	0	0	0	2.12E-05	0	0	0	0.000170213	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33E-06	1.47E-05	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii	0	1.78E-06	0	0	0	0	0	1.60E-05	0	2.79E-05	0	0	0	0	0	0	0	0	4.65E-06	0	0.000127828	0	0	0	0	4.95E-06	0	0	1.49E-05	0	0	0	0	0	0	0	0	0	0	2.91E-05	1.29E-05	8.33E-06	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus|s__Synechococcus_sp._JA-2-3B'a(2-13)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.85E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000159388	0	0	0	0
d__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma_phoeniceum	2.93E-06	0	0	0	0	0	0.000118666	0	0	0	0	0	0	0	3.77E-05	0	0	0	0	0	0	0	0	0	8.85E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Parageobacillus|s__Parageobacillus_genomosp._1	2.93E-06	7.99E-06	0	0	0	0	0	0	0	0	0	0	0	8.54E-05	0	0	0	0	0	0	0	0	0	0	0	4.24E-06	0	0	1.49E-05	0	0	0	5.45E-06	0	7.96E-05	0	0	0	0	0	0	0	0	4.41E-05	0	0	0	0	0	0	0	0	0	2.37E-06
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_heilongjiangensis	2.93E-06	7.11E-06	0	2.40E-06	0	0	0.000118666	3.99E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.79E-05	0	0	4.24E-06	0	0	7.45E-06	4.80E-06	0	0	0	0	0	0	0	0	0	0	0	1.67E-05	0	0	0	0	0	1.03E-05	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_hydrothermalis	0	8.88E-07	0	0	0	0	0	0	0	2.53E-06	0	0	0	0	0	0	0	6.71E-05	0	0	0	0	0	0	0	2.12E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000173671	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	1.76E-05	0	0	0	0	0	0	3.99E-06	0	0	0	4.97E-06	9.47E-06	0	0	0	0	0	0	0	0	0	0	2.12E-05	0	4.95E-06	5.75E-06	0	7.45E-06	0	9.36E-05	0	0	0	0	6.71E-05	0	0	0	9.71E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_megaguti	0	1.78E-06	3.75E-05	0	0	0	0	0	0.000170227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.90E-06	0	0	1.49E-05	0	0	0	0	0	0	0	0	1.13E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp._XWY-1	0	1.42E-05	0	0	0	0	0	0	0	7.85E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.45E-06	0	0	0	0	0	1.94E-05	0	0.000111184	1.67E-05	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Chryseobacterium|s__Chryseobacterium_balustinum	0	1.78E-06	0	2.40E-06	0	0	0	1.99E-06	0	0	0	0	0	0	0	0	0	0	0	1.38E-05	0.000127828	0	0	0	0	1.34E-05	5.75E-06	0	0	0	0	0	0	6.49E-05	0	0	0	1.13E-05	0	0	0	0	0	0	0	0	0	2.06E-06	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus_viridans	8.78E-06	1.24E-05	0	2.40E-06	0	0	0.000118666	3.99E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-05	0	7.07E-07	0	0	2.24E-05	0	0	0	0	3.25E-05	0	0	0	0	0	9.71E-06	0	8.33E-06	0	0	0	0	0	4.12E-06	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_enzymogenes	0	0	0	0	1.81E-05	0	0	1.99E-06	0	5.06E-06	0	0	9.47E-06	0	0	0	0	0	1.55E-06	0	0	0	0	2.12E-05	0	1.41E-06	0	0	7.45E-06	0	9.36E-05	0	0	0	0	0	0	0	0	0	5.17E-06	1.67E-05	0	0	0	0	0	0	6.30E-05	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylophilus|s__Methylophilus_sp._TWE2	2.93E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50E-05	0	0	0	0	0	0	0	0	0	0.000216779	0	0
d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Leptolyngbyaceae|g__Leptolyngbya|s__Leptolyngbya_boryana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000159388	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Hungateiclostridiaceae|g__Fastidiosipila|s__Fastidiosipila_sanguinis	2.93E-06	1.07E-05	0	0	0	0	0	5.98E-06	0	0	0	0	1.89E-05	0	0	2.50E-05	0	0	0	0	0.000127828	0	0	0	0	1.06E-05	0	0	1.49E-05	0	0	0	0	0	0	0	0	0	0	1.94E-05	0	0	0	0	0	0	0	8.23E-06	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_sp._S3	0	2.04E-05	0	2.40E-06	1.81E-05	0	0	3.99E-06	0	2.53E-06	0	0	0	0	0	0	0	6.71E-05	0	0	0	0	6.79E-05	0	0	7.07E-06	0	0	5.22E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06E-06	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_aurum	0	3.55E-06	0	0	0	0	0	3.99E-06	0	5.06E-06	0	4.97E-06	4.74E-05	0	0	0	4.36E-05	0	0	0	0	0	0	0	0	5.66E-06	0	8.51E-05	0	0	0	0	0	3.25E-05	0	0	0	0	0	0	7.76E-06	0	0	0	0	0	0	4.12E-06	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_flavum	0	0	0	0	0	0	0	0	0	2.53E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59E-06	0	0	0	0	0.000175377	0	0	6.30E-05	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_farmeri	0	0	0	0	0	7.99E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.79E-05	0	0	0	0	0	7.45E-06	0	0	0	0	0	7.96E-05	0	0	0	0	0	0	8.33E-06	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus	8.78E-06	0	0	0	0	0	0.000118666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24E-05	0	1.70E-05	0	0	2.98E-05	4.80E-06	0	0	0	0	0	0	0	1.13E-05	0	0	0	8.33E-06	0	0	0	0	0	2.06E-06	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_III._Incertae_Sedis|g__Thermoanaerobacterium|s__Thermoanaerobacterium_thermosaccharolyticum	2.93E-06	1.78E-06	0	0	0	0	0	1.99E-06	0	0	0	0	0	0	0	0	0	6.71E-05	0	1.38E-05	0	0	0	2.12E-05	0	2.83E-06	0	8.51E-05	0	0	0	0	0	0	0	0	0	1.13E-05	0	9.71E-06	0	2.50E-05	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales|f__Chitinophagaceae|g__Panacibacter|s__Panacibacter_ginsenosidivorans	0	0	0	0	0	0	0	0	0	0	0	0	9.47E-06	0	0	2.50E-05	0	0	0	0	0	0	6.79E-05	0	8.85E-05	2.83E-06	0	0	2.24E-05	4.80E-06	0	0	0	0	0	0	0	0	0	1.94E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37E-06
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Solibacillus|s__Solibacillus_sp._R5-41	1.46E-05	1.24E-05	0	0	0	7.99E-05	0	3.99E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53E-06	0	0	1.49E-05	0	0	0	0	0	0	0	0	1.13E-05	0	0	0	9.16E-05	0	0	0	0	0	1.03E-05	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_freudenreichii	2.93E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41E-06	0	0	7.45E-06	0	0	0	0	0	0	0	0	1.13E-05	0	0	2.59E-06	0	0	0	0	0	0	0	0	0	0	0.000216779	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_sp._17Sr1-43	0	0	0	0	1.81E-05	0	0	5.98E-06	0	0	0	9.94E-06	3.79E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.41E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	9.71E-06	0	0	0	0	0	0	0	0	0	0.000159388	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_sp._E39	5.85E-06	5.33E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40E-05	0	0	1.49E-05	1.44E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000173671	4.12E-06	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|s__Lachnospiraceae_bacterium_KGMB03038	5.85E-06	0	0	0	0	0	0	7.98E-06	0	0	0	4.97E-06	0	0	0	0	0	0	0	4.15E-05	0	0	0	0	8.85E-05	9.90E-06	0	0	2.24E-05	4.80E-06	0	0	0	0	0	0	0	0	0	2.91E-05	0	1.67E-05	0	0	0	0	0	0	0	0	1.04E-05	0	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|s__Herbaspirillum_seropedicae	0	1.78E-06	0	2.40E-06	0	0	0	0	0	1.27E-05	0	0	0	0	0	0	8.72E-05	0	0	0	0	0	0	0	0	0	0	8.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.59E-06	5.00E-05	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Chondromyces|s__Chondromyces_crocatus	0	0	0	0	0	0	0.000118666	1.99E-06	0	0	0	4.97E-06	0	0	0	0	0	0	0	0	0	0	0	0	8.85E-05	7.07E-07	0	0	7.45E-06	0	0	0	0	0	0	0	0	0	0	0	2.59E-06	1.67E-05	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinomonas|s__Marinomonas_sp._FW-1	0	1.78E-06	0	0	1.81E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127828	0	0	0	0	0	0	0	0	0	9.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_sp._G11	0	0	0	0	0	0	0	0	8.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-06	0	8.51E-05	7.45E-06	4.80E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41E-05	0	0	0	2.06E-06	0	0	1.04E-05	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_fungicidicus	0	8.88E-07	0	0	0	0	0	0	0	0	0	4.97E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.76E-06	8.33E-06	0	0	0	0	0	2.06E-06	0	0	0	0.000216779	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp._BH-3-3-3	5.85E-06	4.44E-06	0	0	0	0	0	0	0	0	0	0	9.47E-06	0	0	2.50E-05	0	0	0	0	0	0	0	4.24E-05	0	4.24E-06	0	0	0	0	0	9.00E-05	0	0	0	0	0	0	0	0	2.59E-06	0	0	0	5.66E-05	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Basfia|s__[Mannheimia]_succiniciproducens	0	0	0	0	0	0	0	0	0	0	0	4.97E-06	0	0	0	2.50E-05	0	0	1.55E-06	0	0	0	0	2.12E-05	8.85E-05	8.48E-06	5.75E-06	0	2.24E-05	4.80E-06	0	0	5.45E-06	0	0	0	0	2.27E-05	0	9.71E-06	0	0	1.47E-05	0	0	0	0	0	0	0	0	0	0	4.74E-06
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp._SWI44	0	1.78E-06	0	0	0	0	0	0	0	3.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81E-05	8.33E-06	0	0.000176211	0	0	0	0	0	0	0	0	0	0
d__Viruses|o__Caudovirales|f__Siphoviridae|g__Casadabanvirus|s__Pseudomonas_virus_D3112	0	0	0	0	0	0.000239636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__Azorhizobium|s__Azorhizobium_caulinodans	0	8.88E-07	0	0	0	0	0	1.40E-05	0	5.06E-06	0	4.97E-06	0	0	0	0	0	0	0	0	0.000127828	0	0	0	0	7.07E-07	0	0	0	0	0	0	5.45E-06	0	0	0	0	0	0	0	0	8.33E-06	0	4.41E-05	2.83E-05	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_alboflavus	0	0	0	0	1.81E-05	0	0.000118666	3.99E-06	0	1.52E-05	0	0	2.84E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.41E-06	0	0	0	9.60E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41E-05	0	0	0	0	0	0	0	0	0	0
